tree_age,flower_buds_count,leaf_color,soil_moisture,fertilizer_used,fruit_size,fruit_count,fruit_quality,target
9.986856612044932,99,Brown,Dry,True,141.13286033811795,87.10719512248836,7.76396655874612,12.29368760366734
7.446942795315262,115,Yellow,Moderate,True,170.03791804001293,135.56788803086118,8.776951087500807,23.05168143384922
10.59075415240277,96,Green,Dry,True,129.09058477890642,58.67957075168974,9.314207530576873,7.574980102910841
14.092119425632102,110,Yellow,Moderate,True,226.27114538722702,111.58520886791668,8.7810044499691,25.24851301881647
7.063386501106656,63,Green,Moderate,True,179.8102392648724,61.994127751508664,6.963213769638861,11.147178944015838
7.063452172203278,126,Green,Moderate,True,153.08817247715984,124.43111596585118,6.433299932369078,19.048932142505702
14.316851262029566,120,Yellow,Wet,True,169.3301988835428,116.60574946836051,7.808698170517488,19.744874748442054
11.069738916611636,95,Brown,Wet,True,150.69881470460433,85.9092802024944,7.873194903160783,12.946426698641638
6.122102456260191,139,Green,Moderate,True,172.07165019881492,104.5437317642198,9.86929401743519,17.989012442611564
10.170240174343858,148,Brown,Dry,True,154.65291794820885,130.6940974886011,7.98200567285161,20.212223535219835
6.146329228750151,71,Yellow,Dry,True,178.61550775703122,65.09786340333869,6.858809878077136,11.627487925685202
6.137080985718972,97,Green,Wet,True,167.23487787980693,106.47826092487617,11.157559241372574,17.806878962625884
8.967849086264136,96,Yellow,Moderate,True,164.2929101549854,116.68828715242024,9.94127693709709,19.17105827727172
1.0,91,Brown,Dry,True,138.5026861225743,45.79766231190345,5.3884428721945445,6.343099248333214
1.100328669947869,144,Yellow,Moderate,True,197.38602192323333,63.888305449949534,7.36945989650036,12.610658460181966
5.750849883036109,114,Yellow,Dry,False,99.74986351583506,58.542782791437354,7.447590130691813,5.839634593283054
3.948675518662305,112,Green,Wet,True,142.06098992148597,94.36331015298806,10.570589765309597,13.405345252601691
9.256989330381096,59,Yellow,Moderate,True,186.64603504397567,66.95815493072251,9.939097796137487,12.497474131679587
4.367903697915157,139,Yellow,Moderate,False,127.45326929775555,141.93022928911128,7.7490302404438305,18.089471735077293
2.350785194658834,82,Yellow,Dry,True,142.31214599312972,39.83028525967092,7.363617929808343,5.668333370822291
13.862595075686215,121,Green,Dry,False,126.39122935816471,86.52280483434546,7.546715984172586,10.93572367052948
7.0968947980538575,128,Brown,Dry,True,165.87348073709822,137.56219914158754,7.970164280802295,22.817920789464992
8.270112818751695,160,Brown,Moderate,False,159.49378867137764,155.95444152326195,8.016806292751632,24.873764738673863
2.301007255146173,80,Yellow,Wet,True,191.10721041726705,40.394663974591886,5.859660944984322,7.719711547927129
5.822469101899269,29,Green,Wet,True,166.73520651123738,22.431564701756457,9.552556193142282,3.7401315729175457
8.443690358839465,125,Yellow,Dry,False,166.9761203545668,72.97978526365668,8.104265367881997,12.18588140763478
3.396025690310789,174,Brown,Wet,True,134.47524278338105,121.33619214111697,7.693455035710353,16.316713896587675
9.502792073382688,157,Green,Dry,True,180.519111457106,100.83148009372441,8.17270236239935,18.202009193424
5.59744524032478,126,Brown,Wet,False,141.7774568754122,106.10999494059061,6.745122007722421,15.044005231739794
6.833225000826893,105,Brown,Moderate,True,217.16958276967915,101.29563744443286,6.937964012536434,21.998331320196172
5.593173551082412,144,Green,Dry,True,171.96764705772628,107.07863872318083,8.693220018912559,18.414061551369745
15.409112738035752,90,Green,Wet,True,102.25802750278115,67.60252300219804,10.180805236217376,6.912900656416163
7.946011101048264,134,Yellow,Moderate,True,193.09587068974014,173.71294357400922,8.173446351177258,33.54325208950101
3.7691562841763986,135,Yellow,Wet,False,169.95239525615796,91.32722454016799,8.398218166377044,15.52128056269852
11.290179648412757,151,Brown,Moderate,False,194.22904020676458,116.08016323320892,5.567396536904119,22.546138691830734
3.116625400115911,200,Green,Moderate,True,153.025380104138,113.1209981808014,10.766386670160575,17.31038374437664
8.835454380019021,131,Green,Wet,True,177.98754373431308,114.71085899132237,11.395608754868881,20.417104031518612
1.0,104,Yellow,Wet,True,169.29162093064605,52.10918477671487,6.466745597084354,8.821648356224605
2.687255804406278,119,Brown,Moderate,True,191.9400970005851,78.44370923157015,5.546233353530904,15.056493158993268
8.787444943476494,66,Brown,Moderate,False,186.97660270504642,57.13460943606852,5.452240867908723,10.682835169235782
10.953866319981643,99,Yellow,Moderate,True,209.49237843597973,85.26455808256155,7.222190632458711,17.86227506900856
8.685473124759882,107,Green,Dry,True,135.51628949566347,87.8056801023567,9.380045098150163,11.899099964114589
7.537406870447038,104,Yellow,Moderate,False,170.83922530062645,101.07929304287077,6.458847941544909,17.268308117379046
6.795585217642845,124,Yellow,Dry,False,135.7404357098183,62.19921555025025,6.664732805506016,8.442948619599877
2.0859120385302905,95,Yellow,Moderate,True,175.70766654107436,63.77076877949011,6.823364352516596,11.205012975774604
5.120623166421165,153,Yellow,Dry,True,145.65325081885302,150.85585246556084,8.470011348049663,21.972645316658223
6.15744491616085,120,Green,Moderate,True,186.24289125777065,128.0835729705428,11.434414722327787,23.854654952659537
12.228488904875663,119,Yellow,Moderate,False,151.75640474572015,86.37001139136449,6.670844379660333,13.107202406600369
9.374473158273846,110,Green,Moderate,True,202.86949004044737,99.9708801592088,10.013359516020042,20.28104147679337
1.0,124,Yellow,Wet,True,192.9247823424207,77.77094043977819,6.310332175666948,15.00394175690957
9.29633587757918,144,Brown,Wet,True,146.9473157771103,103.47747251717149,6.787262438351277,15.205736829798052
6.459670878334734,93,Green,Moderate,True,213.40358328812678,100.63519146522258,9.56171868534962,21.47591046356521
5.2923119987761655,100,Brown,Dry,True,132.28987020032244,78.4460356622936,7.070102150125428,10.377615875494685
10.446705155363471,110,Yellow,Dry,False,151.16016441041614,81.57886975517853,7.672892303633103,12.331475364608712
12.123998089983804,79,Yellow,Moderate,False,193.96253383299253,58.6257187930711,7.097945613088895,11.37119296488456
11.725120476464795,95,Yellow,Wet,False,148.1097860784032,80.71196606270551,8.640057323751252,11.954232027514653
4.643129907109445,105,Green,Dry,True,132.45214470872122,87.19963843095529,7.7139430919734036,11.549779128005058
