leaf_color,soil_ph,moisture_level,chlorophyll_content,nitrogen_level,sugars,malic_acid,vitamin_c,chlorophyll,anthocyanins,pectin,actinidin,fiber,target
Brown,7.335760117702705,Medium,High,High,4.011032789329888,0.789883540759899,0.7001417813184879,0.9194402675842422,3.6596673668922435,1.649954605146743,1.1367721074296295,2.186637339076068,50.0
Green,6.39798470950947,Low,High,Adequate,2.8812153509612135,0.8862343538740711,0.754691227434641,2.790728750237755,4.316492813160487,1.4298124226988027,0.9736033177516278,2.002874064618757,83.33333333333334
Brown,6.4069717474285595,Medium,High,Low,2.6114504607674,0.6980489277526694,0.7450085130001032,1.0001271001554186,4.576214193990611,1.2418579413571258,0.8513986200007704,2.4089690461058644,50.0
Brown,7.021382587922201,High,High,Low,3.2241362952897195,0.9643181603310256,0.3768154248511947,0.9999176503870623,2.975985761937688,1.698284522447306,0.7443339957658948,1.893451800852848,33.33333333333333
Green,6.752995554979767,Medium,High,Adequate,3.2469505452877314,1.313261113493767,0.5773013842760293,3.3614486300411177,4.769821173784806,1.7052951840816388,0.9452546204256103,1.9939427864423993,75.0
Green,5.501294328270246,Medium,Low,Low,3.406075945677392,0.9880561680088639,0.39626784038026114,3.2729696523163065,3.798553625073453,1.4801947454623894,0.8512320183526539,2.17880109901237,58.333333333333336
Brown,6.07831342273031,High,Normal,High,3.086671399643756,0.8383622140359388,0.5754041911369824,1.0911388823744808,4.73380996908201,1.5553764082780837,1.1311242469165514,2.223521768641878,66.66666666666666
Yellow,6.49322522597627,Low,Low,High,3.0846530778502577,1.1453272834964197,0.7474353383956921,1.7020700214381572,4.695807844690931,1.640248708559002,1.229708242993027,1.8587697176258386,50.0
Brown,5.815150910157467,High,High,Adequate,3.8876388131002217,1.150473767357471,0.5046454301474137,1.0811826529613495,3.6847254861189525,1.8206207206380625,0.8420361189362162,2.079453195310328,58.333333333333336
Brown,6.262912841785048,Medium,Normal,Low,2.943620960177868,0.8965901094097333,0.7779685754675917,1.0937555971218056,4.188354770468757,1.677451898912299,0.8467003129536907,2.2599067165010425,83.33333333333334
Brown,5.827657287378033,Low,Low,High,3.5888965963412933,0.9987908185630401,0.6023821681856545,0.9904808657817814,3.7183765120111887,1.5890035195802839,1.1758974799767394,1.779481740384983,50.0
Brown,6.314914684723305,High,Low,High,3.2856300297257555,1.1301153041291254,0.6655498050709235,1.033504017846731,4.495547156092471,1.685949941465524,1.2488180922457564,2.0824372382690455,58.333333333333336
Green,6.33168863633942,Low,High,High,2.5200438932824047,1.2491972993383578,0.7805651050362347,3.2808113014170166,4.689265497883486,1.7302247399213486,1.3343268291678434,1.8026149050310956,50.0
Brown,6.675877338296857,Low,Low,Adequate,2.3294798946984456,0.9702255093021896,0.8100857610746799,1.025339836121084,4.605144454416464,1.5541438874911877,0.9666300364356509,1.9374126162588656,50.0
Yellow,6.45412033800025,High,Low,Adequate,4.057081907424552,0.9414047306578652,0.7099825997468356,1.814381437781178,4.431096113610381,1.6835058537382235,0.8466368525489879,2.117112911802561,66.66666666666666
Green,6.751394860520378,Low,Low,High,2.8882378358445253,1.4825109378863883,0.6852963824984343,3.50655428654932,4.542932315049373,1.3647382291019672,1.1565740932594608,2.0565336340830096,58.333333333333336
Yellow,6.69177200373696,High,Low,High,3.309114164635669,1.0451947538510444,0.7296705690202459,1.7959928399297842,4.572170971674879,1.7070531545063394,1.345748056698372,1.8718784203960466,50.0
Yellow,7.0156699971321554,Medium,Low,Low,2.610344625827269,1.149886860842811,0.41340719813648313,1.6223762624974651,3.8938491223341045,1.366400466097604,0.8135875918083508,2.3442808052774367,66.66666666666666
Yellow,6.936891520480058,Low,High,Low,2.7398696675158933,1.229672991279126,0.6470671389956328,1.4674071976405354,4.97284069683176,1.2983337647750628,0.7148445215271639,2.0332684623956503,50.0
Yellow,6.884061917567358,Medium,High,Low,4.152578155070445,0.7426227929704159,0.6573610439311968,1.7737617003329802,4.597037098258534,1.4742314640505332,0.7844998256521115,2.2099779005484037,41.66666666666667
Green,7.5,Medium,Low,Adequate,2.342204998495553,1.0962946076602988,0.5068130120229092,2.880671834406632,3.7421207464823647,1.2316483980282225,1.0487805435792468,2.4003526908021895,66.66666666666666
Green,6.673701318321164,Low,High,High,2.652602975628282,0.7708567430652674,0.573155462579551,3.2909930151588913,4.326411197403864,1.3806996870957695,1.1849415287715124,1.9647164270062802,58.333333333333336
Yellow,7.5,High,High,Adequate,4.308824946818573,1.0738445102465197,0.629824069947238,2.081316600725455,3.507304095552217,1.575694763331318,0.984732689365188,2.2231220264466027,66.66666666666666
Yellow,6.706109201121967,Low,Normal,High,3.3296302969450284,1.3746247803672977,0.6787064010698308,1.5337619241046425,4.1604785982315695,1.5555848389953546,1.1143584795047594,2.183032788090313,75.0
Green,6.458574542597054,Medium,Low,Low,2.9717497326874875,0.9003063346556113,0.688708980541165,2.6810949923923113,3.3440790144200325,1.6279117131002687,0.7493273689821685,1.822090560290601,66.66666666666666
Green,6.313417408893401,Medium,High,Low,3.2814380387741227,0.7667161620504355,0.8167038078393289,2.991302720551095,4.123059871196952,1.6310006269238901,0.8177967352883609,2.3414472577789693,66.66666666666666
Green,7.254862899224214,High,High,Low,3.7236924580655404,1.4775371553733188,0.5224204480268814,2.712024526226805,3.553363053770993,1.574842050758005,0.8393977797291431,2.1201878409289723,66.66666666666666
Brown,7.320251696443969,Low,Low,Low,2.9281818894506166,0.8705885649195657,0.5050098681110279,0.9733568882872169,3.517309649505778,1.3296703051433474,0.7861352121680358,1.9934328803825907,50.0
Brown,6.799891927982364,Medium,Normal,High,3.9137800838436707,0.800284200554602,0.8097422436883156,0.9356592137319203,4.550679378922435,1.684653978109091,1.140725797675357,1.776075355346513,58.333333333333336
Brown,7.066773387251353,Medium,Low,Low,3.3359016821831813,1.423806313878036,0.4058334558256018,0.8790666651676431,3.3829141828334977,1.4780764680712037,0.8605089400816421,1.8451441069840775,58.333333333333336
Yellow,5.8613897670384585,Medium,Normal,High,3.6542065163852153,0.8627060156405691,0.5446072007981908,1.923435930151953,3.3947989801520433,1.5480542645527093,1.1491574516490055,2.0782964757403724,66.66666666666666
Brown,5.725610088743894,High,Low,High,3.5999034584020713,1.4289828419457251,0.4736121809888326,1.0090338453571608,3.0292998147160244,1.5208214293855356,1.2347176648986635,1.8324282256798639,41.66666666666667
Yellow,7.1231634428987265,Medium,Low,Adequate,2.387044474909414,1.154818165634131,0.5663411206939652,2.1343774331688783,3.7272859638003473,1.8149201621055495,1.0533018294658032,2.2265493038393083,66.66666666666666
Yellow,6.436594251048489,Medium,Low,Low,2.723034898657407,1.3567914153346874,0.7229161428193585,1.825391394600422,4.107014301886589,1.2610249928325084,0.6988726087016507,2.0241953688500796,66.66666666666666
Brown,6.874651208698752,Low,Low,Low,2.525443974249831,1.1372132672190503,0.729034980551245,1.1546238806858187,4.1637178189155355,1.4313752574289413,0.8111788007438737,1.7877173657406906,58.333333333333336
Yellow,6.1413560250219605,Low,Normal,Adequate,2.790257091380638,1.3159404729457516,0.7728862990088324,1.5969527109682007,4.586366627201775,1.6062709085409577,0.7302521096917015,1.9674103821104494,66.66666666666666
Brown,7.328494234852387,Medium,Normal,High,4.031365695605757,0.9163102354838466,0.517272540587022,0.9110551437757501,3.361662868539249,1.5043817181844894,1.187715831646756,1.8874219586193877,58.333333333333336
Brown,5.729790664055482,Medium,High,Low,3.344964585150181,0.9772794471953333,0.5228800846076447,1.266504472836747,3.7026911496906263,1.4030603417223482,0.8463599782844166,1.8551730270989388,66.66666666666666
Green,5.807207456758656,Low,Low,High,2.8419162832566847,0.6768977057810693,0.5873941992916593,2.7807902653455465,3.274211229237754,1.1163926481088982,1.2404304446483698,1.6569718458300595,25.0
Brown,7.2221557918561725,High,Normal,Adequate,4.064965518308486,1.2943562955515704,0.6198751523975511,0.8861020539008957,3.594296452462441,1.442613929790403,1.0800004137701165,2.119901971095943,66.66666666666666
Green,5.5,High,Normal,High,2.881171182779231,1.1839138686630701,0.4229726564575481,2.578351388506565,3.4353940070590623,1.5724849049227136,1.2420545674211207,1.90923302838438,58.333333333333336
Brown,6.689284434047458,High,Normal,Low,3.3045341251347753,0.8985350749341157,0.6945533292147646,1.2298900677635858,4.312122744520599,1.6087029682595135,0.7566130278497261,2.475323928916569,58.333333333333336
Brown,6.4463370022017115,High,Low,High,3.2395753922663824,0.7502195903364164,0.6165231242029005,0.9670363552402471,4.8988544012352,1.4663851573428877,1.0152943172874,2.298515092739299,50.0
Green,6.132024040399985,High,High,High,3.6951382861659816,1.1563626297250287,0.6695867827422798,3.1452211488362005,3.859035046576797,1.5355953423708906,1.2135783683772283,2.4262954670249597,50.0
Green,6.400030075704816,High,Normal,Low,3.914167968635746,1.4351909069544382,0.6207642481383502,3.0545029990164143,4.869395534061308,1.2713032992763473,0.8383043634016945,2.243111211133223,66.66666666666666
Brown,6.076238253455095,High,Low,Low,3.7274536428919816,1.0724078154835355,0.5804978733078486,0.9131908542012716,4.09680408823027,1.5778805921177852,0.6593958088841756,1.9830734499185843,58.333333333333336
Yellow,7.2711279730242495,High,Normal,High,3.7344192526163216,0.9683107922956568,0.44833290634590994,1.6877763705241375,3.834652078781815,1.5018876584872225,1.2484678228647006,2.1648165492934157,58.333333333333336
Green,7.402248544180805,Low,Normal,High,2.7500007170815395,0.9125851439704065,0.5264078386526744,3.304446193450137,3.8881755778971865,1.5330418689277467,1.2105287200184802,2.0394484912458384,58.333333333333336
Yellow,6.157131206605827,High,High,Adequate,3.661134337571102,1.3498697415532646,0.6994246370931486,1.4925698791237927,4.5420525311321285,1.4561111791706853,0.9635316037073779,2.16812568417841,66.66666666666666
Yellow,6.637762438734265,High,Normal,Low,3.150471336856629,0.9441504351179452,0.5936691419918897,1.8915753305241974,3.9979136080769573,1.5425645988301804,0.835180971314512,2.2782548686857997,75.0
Yellow,5.837461764531977,High,Normal,High,3.816621131403432,1.0257641799964636,0.6470830770180186,2.0511479095495324,3.6735560145837693,1.6269223839302287,1.1669548576870967,2.219493623331827,75.0
Green,7.036526079501563,Medium,Low,Low,2.999758798134672,1.3083469815837558,0.7612605308701275,3.10525512239568,4.291081807587283,1.5510916715676457,0.7728426039899086,2.101668505821539,58.333333333333336
Yellow,7.023504587321657,Low,Low,Adequate,2.4762565582918654,1.2274963209672634,0.5771812608885549,2.030014049209872,3.6030336393348352,1.135423081806097,0.8728710130397418,2.1131658126565322,58.333333333333336
Green,6.352368883646156,Low,High,High,2.893614996899551,1.0334181340026642,0.6554640922998647,2.5062911896004647,4.366730468640009,1.5552330896442066,1.2485669770239913,2.1439201487967807,66.66666666666666
Yellow,6.5084425292099475,Low,Low,High,2.1912781808359125,0.960204611750131,0.5596510985532868,1.3656910849364265,4.334971344862201,1.4224265610333977,1.0432704938702693,2.3211684593200252,58.333333333333336
Brown,6.4531172752386645,High,Low,High,4.168722831678243,1.3931156579490764,0.7007063897204777,1.0291173208069024,4.570135911134166,1.3583611150231518,1.1179080655752283,2.002067025421365,50.0
Brown,5.690771083159862,High,High,Low,3.8707235586411484,0.8767260649788038,0.672945816003147,0.9296385946888903,3.5764611736502165,1.7698345958145543,0.8364632540297999,2.0482565733646414,58.333333333333336
Green,7.273002073800064,Medium,Normal,Adequate,3.334787940099121,1.0579429629745232,0.715363146908761,3.316355386197583,3.6768394376171645,1.3134969739998736,0.9832514985632521,1.9985057903902321,83.33333333333334
Brown,6.116523380558784,Low,High,Low,2.2954734916578903,0.7988247025315398,0.8135771378335359,0.9627467223347607,4.3035332927476455,1.3360640766922123,0.9367262809228234,2.127459913621909,41.66666666666667
Brown,6.119925363871039,High,Low,High,3.211916319447698,1.3377734355874071,0.7527640591136721,1.0176630849950223,4.058039192469399,1.0517220825491984,1.2711428773000675,2.227337425788571,50.0
Yellow,6.424790072769084,Low,High,Adequate,2.8946010365538672,1.0050228248233988,0.705121270705188,1.7670066038956442,5.166282803225813,1.7881029744451022,1.0751336652924612,2.15993073144889,66.66666666666666
Green,6.9977742926811395,Medium,Normal,High,3.094758091589917,0.960074840256869,0.5446465166031578,3.0406382381641954,4.368105070474419,1.678229092123876,1.3024726557789568,2.088464933762557,75.0
Yellow,6.204348392453984,Medium,High,High,2.5245740138210113,1.2323324930769455,0.6490306297386849,1.6360444475593097,5.455471403786323,1.4335542666493755,1.1710430166666237,2.3145544510976466,66.66666666666666
Yellow,5.5239073892982775,Medium,Low,Low,2.6734283977855435,0.814896925739572,0.5205709676275988,1.4634238923562537,3.7147271164326683,1.622559961295795,0.7574531326326716,1.9411564852074867,58.333333333333336
Yellow,6.056500969635233,Low,Low,High,2.778086017111112,1.2270762762437681,0.6497475561052021,1.703969775609047,4.597994126849935,1.0548843607389258,1.0543386966992954,1.80003916710398,50.0
Yellow,6.712070209539495,High,High,Adequate,2.9553526646231143,1.0278914415864988,0.5808646565890518,2.0545087580566475,4.297936092057821,1.5950571549124657,0.8546413676729769,2.164310376069291,83.33333333333334
Yellow,7.5,High,Normal,High,4.123410422508636,0.8589401570439612,0.6082075771592739,1.622146058582982,3.4399015232287153,1.328586414050713,1.3376856682696758,2.091948035009177,41.66666666666667
Yellow,5.870040016813422,Medium,High,High,3.3978153437623333,0.9019474059476363,0.5153521685933661,1.6209872142675557,3.5225990678527905,1.8347504996002544,1.1253349476209757,2.0665748072680588,58.333333333333336
Yellow,5.851749116259586,High,Normal,Low,3.1664757919348268,0.9631599800876526,0.508047263357085,1.783105959642383,3.3752755807106847,1.573508479747856,0.8715131287838717,1.8361075715970754,58.333333333333336
Green,5.743702249580592,Medium,Normal,Adequate,3.6676619312062857,1.0111912649072523,0.47555760382100415,2.576243096888839,3.3503361790452577,1.526201354403036,0.8528125019571655,2.1397204319680108,83.33333333333334
Brown,5.68163750435033,Low,High,Low,3.2283743719225284,0.8602947852317574,0.5609069989446933,1.1204185800429192,4.081842284961745,1.3358590228173017,0.7853879080611647,2.4590147313255124,41.66666666666667
Yellow,7.102845730040715,Medium,Normal,High,3.315583342554768,1.1589031979136093,0.6747097073450217,1.522835554704561,3.815933203530328,1.3371098821569896,1.3521243696843166,1.833691525638371,66.66666666666666
Yellow,7.24734428768219,Low,Low,Low,2.8657489559529767,0.8550556032088664,0.5390812533050516,1.6892475848295565,4.0045099835755975,1.6185107077283207,0.8212862655604687,2.0685797203569725,58.333333333333336
Yellow,6.588877946790201,Medium,High,Low,3.080610476708064,0.6269755093723424,0.6909914603312918,2.2831707584616145,4.771216897580711,1.333986414463777,0.8234003769219838,2.1150985622051084,66.66666666666666
Yellow,6.266143613929572,High,Normal,Low,3.2824269685760714,1.4839239257595047,0.8728786619344072,1.510061510218294,4.201547383714349,1.3261235269620244,0.7530961790393053,2.011213179660884,58.333333333333336
Yellow,7.395571893431313,High,Low,Low,2.9318115555485447,1.1395855098197936,0.6483098285326161,2.0591978506807473,3.1842848249538007,1.781416966704487,0.7277841278121948,2.1328807088229684,50.0
Yellow,6.586954020828252,Medium,High,High,3.8113315020392,1.501898318329115,0.7246519299307418,1.7754621151102083,4.248152753670044,1.5575100112928235,1.1946044217810161,2.010594014338818,66.66666666666666
Brown,7.044718354680217,High,Low,High,3.290974183740665,0.89126812999459,0.5891127989631694,1.031478176497887,3.6247945911331354,1.2807622345368916,1.064919257555987,2.130718598102265,58.333333333333336
Brown,6.241775529139092,High,Low,Adequate,3.5324082682734272,1.1959589428575996,0.5936627501427796,0.9028766521299201,4.777633229091575,1.6103493109738602,0.989254212772982,2.0490214982225474,66.66666666666666
Yellow,6.522121927111887,High,Low,Low,3.1194909432277282,1.278921739772652,0.582904360622913,1.9177376283593015,4.3819804662661035,1.4441879707565581,0.8784989215051241,1.9924348820921784,66.66666666666666
Brown,5.881329177276477,Low,Normal,Low,2.7865978140206416,1.0621307483653488,0.552726733770453,0.956089022450184,4.400918764697525,1.1468354927365212,0.6986359016788688,2.0845846798045256,50.0
Green,6.814624485946792,High,High,Adequate,4.774342066502687,0.8111100048842639,0.6783451515674118,2.586797346954936,4.2572103231119485,1.4001982989808535,1.0642178716311885,2.19625224258916,75.0
Yellow,6.595468875386658,Low,High,Low,2.6186407546517185,1.0471037731555413,0.566525864406387,2.0556886846600064,4.595049008807903,1.2902837375716294,0.8796727804243635,1.7885072008618768,58.333333333333336
Green,6.052718383793108,Medium,Normal,Adequate,3.7794383098166207,1.225279386619248,0.7373626330342185,2.861094398617594,4.202465005707417,1.5511555128570544,0.973976613037245,2.2387803548452663,100.0
